1,ERROR_ROLL_OVER
2,POST_FAIL
3,ERROR_UNDEFINED
4,A
5,B
6,C
7,D
8,E
9,F
10,G
11,H
12,I
13,J
14,K
15,L
16,M
17,N
18,O
19,P
20,Q
21,R
22,S
23,T
24,U
25,V
26,W
27,X
28,Y
29,Z
30,1
31,2
32,3
33,4
34,5
35,6
36,7
37,8
38,9
39,0
40,ENTER
41,ESCAPE
42,BACKSPACE
43,TAB
44,SPACE
45,MINUS
46,EQUAL
47,LEFT_BRACE
48,RIGHT_BRACE
49,BACKSLASH
50,NON_US_NUMBER
51,SEMICOLON
52,QUOTE
53,GRAVE
54,COMMA
55,DOT
56,SLASH
57,CAPS_LOCK
58,F1
59,F2
60,F3
61,F4
62,F5
63,F6
64,F7
65,F8
66,F9
67,F10
68,F11
69,F12
70,PRINTSCREEN
71,SCROLL_LOCK
72,PAUSE
73,INSERT
74,HOME
75,PAGEUP
76,DELETE
77,END
78,PAGEDOWN
79,RIGHT
80,LEFT
81,DOWN
82,UP
83,NUM_LOCK
84,KP_SLASH
85,KP_ASTERISK
86,KP_MINUS
87,KP_PLUS
88,KP_ENTER
89,KP_1
90,KP_2
91,KP_3
92,KP_4
93,KP_5
94,KP_6
95,KP_7
96,KP_8
97,KP_9
98,KP_0
99,KP_DOT
100,NON_US_BACKSLASH
101,APPLICATION
102,POWER
103,KP_EQUAL
104,F13
105,F14
106,F15
107,F16
108,F17
109,F18
110,F19
111,F20
112,F21
113,F22
114,F23
115,F24
116,EXECUTE
117,HELP
118,MENU
119,SELECT
120,STOP
121,AGAIN
122,UNDO
123,CUT
124,COPY
125,PASTE
126,FIND
127,MUTE
128,VOLUME_UP
129,VOLUME_DOWN
130,LOCKING_CAPS_LOCK
131,LOCKING_NUM_LOCK
132,LOCKING_SCROLL_LOCK
133,KP_COMMA
134,KP_EQUAL_SIGN
135,INTERNATIONAL1
136,INTERNATIONAL2
137,INTERNATIONAL3
138,INTERNATIONAL4
139,INTERNATIONAL5
140,INTERNATIONAL6
141,INTERNATIONAL7
142,INTERNATIONAL8
143,INTERNATIONAL9
144,LANG1
145,LANG2
146,LANG3
147,LANG4
148,LANG5
149,LANG6
150,LANG7
151,LANG8
152,LANG9
153,ALT_ERASE
154,SYSREQ
155,CANCEL
156,CLEAR
157,PRIOR
158,RETURN
159,SEPARATOR
160,OUT
161,OPER
162,CLEAR_AGAIN
163,CRSEL
164,EXSEL
176,KP_00
177,KP_000
178,THOUSANDS_SEPARATOR
179,DECIMAL_SEPARATOR
180,CURRENCY_UNIT
181,CURRENCY_SUB_UNIT
182,KP_LEFT_BRACKET
183,KP_RIGHT_BRACKET
184,KP_LEFT_CURLY_BRACE
185,KP_RIGHT_CURLY_BRACE
186,KP_TAB
187,KP_BACKSPACE
188,KP_A
189,KP_B
190,KP_C
191,KP_D
192,KP_E
193,KP_F
194,KP_XOR
195,KP_CARET
196,KP_PERCENT
197,KP_LESS_THAN
198,KP_GREATER_THAN
199,KP_AMPERSAND
200,KP_DOUBLE_AMPERSAND
201,KP_VERT_BAR
202,KP_DOUBLE_VERT_BAR
203,KP_COLON
204,KP_NUMBER
205,KP_SPACE
206,KP_AT
207,KP_EXCLAMATION
208,KP_MEMORY_STORE
209,KP_MEMORY_RECALL
210,KP_MEMORY_CLEAR
211,KP_MEMORY_ADD
212,KP_MEMORY_SUBTRACT
213,KP_MEMORY_MULTIPLY
214,KP_MEMORY_DIVIDE
215,KP_PLUS_MINUS
216,KP_CLEAR
217,KP_CLEAR_ENTRY
218,KP_BINARY
219,KP_OCTAL
220,KP_DECIMAL
221,KP_HEXADECIMAL
224,LEFT_CTRL
225,LEFT_SHIFT
226,LEFT_ALT
227,LEFT_META
228,RIGHT_CTRL
229,RIGHT_SHIFT
230,RIGHT_ALT
231,RIGHT_META
